plid,imgSrc,hasImage,detailUrl,statusType,statusText,price,address,minBeds,minBaths,minArea,lotId,latLong,variableData,buildingName,buildingId,isBuilding,canSaveBuilding,has3DModel,isHomeRec,hasAdditionalAttributions,isFeaturedListing,isShowcaseListing,listingType,isFavorite,timeOnZillow,unitCount,rentalMarketingSubType,marketingTreatments,zpid,rawHomeStatusCd,marketingStatusSimplifiedCd,priceLabel,beds,baths,area,hdpData,isUserClaimingOwner,isUserConfirmedClaim,pgapt,sgapt,shouldShowZestimateAsPrice,hasVideo,availabilityDate,visited,badgeInfo
,https://photos.zillowstatic.com/fp/5fde1e63782201f6bc6f900de9d0ca8e-p_e.jpg,True,/homedetails/965-W-Nickerson-St-APT-24-Seattle-WA-98119/48723341_zpid/,FOR_RENT,Apartment for rent,"$2,895/mo","965 W Nickerson St APT 24, Seattle, WA 98119",,,,,"{'latitude': 47.65344, 'longitude': -122.36995}","{'type': 'TIME_ON_INFO', 'data': {'isRead': None, 'isFresh': False}}",,,,,False,False,False,True,False,,False,5762937000,,unknown,"['trustedListing', 'paid', 'singleFamilyPaid', 'feedConnectSingleFamilyDailyListings']",48723341,ForRent,For Rent,$2.9K,2.0,2.0,1154.0,"{'homeInfo': {'zpid': 48723341, 'streetAddress': '965 W Nickerson St APT 24', 'zipcode': '98119', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.65344, 'longitude': -122.36995, 'price': 2895.0, 'datePriceChanged': 1734076800000, 'bathrooms': 2.0, 'bedrooms': 2.0, 'livingArea': 1154.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 509500, 'rentZestimate': 2967, 'listing_sub_type': {}, 'priceReduction': '$100 (Dec 13)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 2895.0, 'priceChange': -100, 'timeOnZillow': 5762937000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 474000.0, 'unit': 'Apt 24', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,,False,
,https://photos.zillowstatic.com/fp/1f99a6e36443fd8cbac5b3e19820ce53-p_e.jpg,True,/homedetails/412-N-45th-St-APT-102-Seattle-WA-98103/443212310_zpid/,FOR_RENT,Apartment for rent,"$1,950/mo","412 N 45th St APT 102, Seattle, WA 98103",,,,,"{'latitude': 47.66162, 'longitude': -122.353386}","{'type': 'TIME_ON_INFO', 'text': '1 day ago', 'data': {'isRead': None, 'isFresh': False}}",,,,,False,False,False,True,False,,False,163256000,,unknown,"['paid', 'zillowRentalManager']",443212310,ForRent,For Rent,$2.0K,1.0,1.0,620.0,"{'homeInfo': {'zpid': 443212310, 'streetAddress': '412 N 45th St APT 102', 'zipcode': '98103', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.66162, 'longitude': -122.353386, 'price': 1950.0, 'bathrooms': 1.0, 'bedrooms': 1.0, 'livingArea': 620.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 1950.0, 'timeOnZillow': 163256000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': 'Apt 102', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,2025-01-01 00:00:00,False,
,https://photos.zillowstatic.com/fp/87ebdf5cc709810c35a4a2b8e0c7201c-p_e.jpg,True,/homedetails/951-N-45th-St-APT-1-Seattle-WA-98103/2118338290_zpid/,FOR_RENT,Apartment for rent,"$1,595/mo","951 N 45th St APT 1, Seattle, WA 98103",,,,,"{'latitude': 47.661182, 'longitude': -122.346344}","{'type': 'TIME_ON_INFO', 'data': {'isRead': None, 'isFresh': False}}",,,,,False,False,False,True,False,,False,4503898000,,unknown,"['trustedListing', 'paid', 'singleFamilyPaid', 'feedConnectSingleFamilyDailyListings']",2118338290,ForRent,For Rent,$1.6K,1.0,1.0,700.0,"{'homeInfo': {'zpid': 2118338290, 'streetAddress': '951 N 45th St APT 1', 'zipcode': '98103', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.661182, 'longitude': -122.346344, 'price': 1595.0, 'bathrooms': 1.0, 'bedrooms': 1.0, 'livingArea': 700.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'rentZestimate': 2044, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 1595.0, 'timeOnZillow': 4503898000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': 'Apt 1', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,,False,
,https://photos.zillowstatic.com/fp/00ece3c0038b23dab9076e5f74525abc-p_e.jpg,True,/b/an-urban-oasis-in-fremont-seattle-seattle-wa-5jDzJq/,FOR_RENT,Apartment for rent,"$1,925+/mo","511 N 43rd St APT 3, Seattle, WA 98103",,,,,"{'latitude': 47.658806, 'longitude': -122.35134}","{'type': 'TIME_ON_INFO', 'data': {'isRead': None, 'isFresh': False}}",,,,,False,False,False,True,False,,False,5577571000,,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'feedConnectSingleFamilyDailyListings']",2083544277,ForRent,For Rent,$1.9K,1.0,1.0,600.0,"{'homeInfo': {'zpid': 2083544277, 'streetAddress': '511 N 43rd St APT 3', 'zipcode': '98103', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.658806, 'longitude': -122.35134, 'price': 1925.0, 'datePriceChanged': 1732694400000, 'bathrooms': 1.0, 'bedrooms': 1.0, 'livingArea': 600.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'rentZestimate': 1902, 'listing_sub_type': {}, 'priceReduction': '$525 (Nov 27)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 1925.0, 'priceChange': -525, 'timeOnZillow': 5577571000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': 'Apt 3', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,,False,
,https://photos.zillowstatic.com/fp/0f47255e451277b2d9b24d9516479665-p_e.jpg,True,/homedetails/4309-Woodland-Park-Ave-N-Seattle-WA-98103/2120980237_zpid/,FOR_RENT,Apartment for rent,"$1,650/mo","4309 Woodland Park Ave N, Seattle, WA 98103",,,,,"{'latitude': 47.65987, 'longitude': -122.34494}","{'type': 'TIME_ON_INFO', 'data': {'isRead': None, 'isFresh': False}}",,,,,False,False,False,True,False,,False,7535733000,,unknown,"['trustedListing', 'paid', 'singleFamilyPaid', 'feedConnectSingleFamilyDailyListings']",2120980237,ForRent,For Rent,$1.7K,1.0,1.0,530.0,"{'homeInfo': {'zpid': 2120980237, 'streetAddress': '4309 Woodland Park Ave N', 'zipcode': '98103', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.65987, 'longitude': -122.34494, 'price': 1650.0, 'datePriceChanged': 1735200000000, 'bathrooms': 1.0, 'bedrooms': 1.0, 'livingArea': 530.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'rentZestimate': 1905, 'listing_sub_type': {}, 'priceReduction': '$20 (Dec 26)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 1650.0, 'priceChange': -20, 'timeOnZillow': 7535733000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,,False,
,https://photos.zillowstatic.com/fp/7f83b6f3aaaa24a7d6b5ec94588a98b5-p_e.jpg,True,/homedetails/4312-Woodland-Park-Ave-N-105-Seattle-WA-98103/442436552_zpid/,FOR_RENT,Apartment for rent,"$1,645/mo","4312 Woodland Park Ave N #105, Seattle, WA 98103",,,,,"{'latitude': 47.659794, 'longitude': -122.34414}","{'type': 'TIME_ON_INFO', 'data': {'isRead': None, 'isFresh': False}}",,,,,False,False,False,True,False,,False,6823749000,,unknown,"['trustedListing', 'paid', 'singleFamilyPaid', 'feedConnectSingleFamilyDailyListings']",442436552,ForRent,For Rent,$1.6K,1.0,1.0,660.0,"{'homeInfo': {'zpid': 442436552, 'streetAddress': '4312 Woodland Park Ave N #105', 'zipcode': '98103', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.659794, 'longitude': -122.34414, 'price': 1645.0, 'datePriceChanged': 1735200000000, 'bathrooms': 1.0, 'bedrooms': 1.0, 'livingArea': 660.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'listing_sub_type': {}, 'priceReduction': '$15 (Dec 26)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 1645.0, 'priceChange': -15, 'timeOnZillow': 6823749000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': '# 105', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,,False,
,https://photos.zillowstatic.com/fp/5c14cbba190d6c19f56a3035c0e5ffce-p_e.jpg,True,/homedetails/5210-8th-Ave-NW-Seattle-WA-98107/2089289588_zpid/,FOR_RENT,House for rent,"$2,300/mo","5210 8th Ave NW, Seattle, WA 98107",,,,,"{'latitude': 47.66689, 'longitude': -122.36593}","{'type': 'TIME_ON_INFO', 'data': {'isRead': None, 'isFresh': False}}",,,,,False,False,False,True,False,,False,8117777000,,unknown,"['trustedListing', 'paid', 'zillowRentalManager', 'singleFamilyPaid', 'feedConnectFlatFeeFeedConnect']",2089289588,ForRent,For Rent,$2.3K,1.0,1.0,600.0,"{'homeInfo': {'zpid': 2089289588, 'streetAddress': '5210 8th Ave NW', 'zipcode': '98107', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.66689, 'longitude': -122.36593, 'price': 2300.0, 'datePriceChanged': 1733990400000, 'bathrooms': 1.0, 'bedrooms': 1.0, 'livingArea': 600.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 437700, 'rentZestimate': 2074, 'listing_sub_type': {}, 'priceReduction': '$300 (Dec 12)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 2300.0, 'priceChange': -300, 'timeOnZillow': 8117777000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,,False,
,https://photos.zillowstatic.com/fp/b17d57a57c2d3607b0a99920f13663ce-p_e.jpg,True,/homedetails/808-NW-53rd-St-Seattle-WA-98107/2102041728_zpid/,FOR_RENT,Apartment for rent,"$2,650/mo","808 NW 53rd St, Seattle, WA 98107",,,,,"{'latitude': 47.66734, 'longitude': -122.366684}","{'type': 'TIME_ON_INFO', 'data': {'isRead': None, 'isFresh': False}}",,,,,False,False,False,True,False,,False,9228710000,,unknown,"['trustedListing', 'paid', 'singleFamilyPaid', 'feedConnectSingleFamilyDailyListings']",2102041728,ForRent,For Rent,$2.7K,3.0,1.0,1280.0,"{'homeInfo': {'zpid': 2102041728, 'streetAddress': '808 NW 53rd St', 'zipcode': '98107', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.66734, 'longitude': -122.366684, 'price': 2650.0, 'datePriceChanged': 1728630000000, 'bathrooms': 1.0, 'bedrooms': 3.0, 'livingArea': 1280.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'rentZestimate': 2745, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 2650.0, 'priceChange': 155, 'timeOnZillow': 9228710000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,,False,
,https://photos.zillowstatic.com/fp/cd525115b63ebc8021df7680fa09f909-p_e.jpg,True,/b/gilman-park-plaza-seattle-wa-5YpsXZ/,FOR_RENT,Apartment for rent,"$1,350/mo","801 NW 54th St APT 11, Seattle, WA 98107",,,,,"{'latitude': 47.667667, 'longitude': -122.36652}","{'type': 'TIME_ON_INFO', 'text': '14 days ago', 'data': {'isRead': None, 'isFresh': False}}",,,,,False,False,False,True,False,,False,1258088000,,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'feedConnectSingleFamilyDailyListings']",2087059509,ForRent,For Rent,$1.4K,1.0,1.0,390.0,"{'homeInfo': {'zpid': 2087059509, 'streetAddress': '801 NW 54th St APT 11', 'zipcode': '98107', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.667667, 'longitude': -122.36652, 'price': 1350.0, 'bathrooms': 1.0, 'bedrooms': 1.0, 'livingArea': 390.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'rentZestimate': 1326, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 1350.0, 'timeOnZillow': 1258088000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': 'Apt 11', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,,False,
,https://photos.zillowstatic.com/fp/d9a65aed734c8cc3a1f3ef43bc7a4e1b-p_e.jpg,True,/homedetails/4259-Woodland-Park-Ave-N-FLOOR-1-ID674-Seattle-WA-98103/339996401_zpid/,FOR_RENT,Apartment for rent,"$1,970/mo","4259 Woodland Park Ave N FLOOR 1-ID674, Seattle, WA 98103",,,,,"{'latitude': 47.659035, 'longitude': -122.34491}","{'type': 'TIME_ON_INFO', 'data': {'isRead': None, 'isFresh': False}}",,,,,False,False,False,True,False,,False,12893580000,,unknown,"['trustedListing', 'paid', 'singleFamilyPaid', 'feedConnectSingleFamilyFlatFee']",339996401,ForRent,For Rent,$2.0K,1.0,1.0,700.0,"{'homeInfo': {'zpid': 339996401, 'streetAddress': '4259 Woodland Park Ave N FLOOR 1-ID674', 'zipcode': '98103', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.659035, 'longitude': -122.34491, 'price': 1970.0, 'datePriceChanged': 1736755200000, 'bathrooms': 1.0, 'bedrooms': 1.0, 'livingArea': 700.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 1970.0, 'priceChange': 90, 'timeOnZillow': 12893580000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': 'Floor 1-ID674', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,2027-04-25 00:00:00,False,
,https://photos.zillowstatic.com/fp/b553fef63c0417d845cf85646443ae4e-p_e.jpg,True,/homedetails/127-NW-Bowdoin-Pl-APT-104-Seattle-WA-98107/2117524576_zpid/,FOR_RENT,Apartment for rent,"$1,795/mo","127 NW Bowdoin Pl APT 104, Seattle, WA 98107",,,,,"{'latitude': 47.654644, 'longitude': -122.35842}","{'type': 'TIME_ON_INFO', 'data': {'isRead': None, 'isFresh': False}}",,,,,False,False,False,True,False,,False,14929776000,,unknown,"['trustedListing', 'paid', 'singleFamilyPaid', 'feedConnectSingleFamilyDailyListings']",2117524576,ForRent,For Rent,$1.8K,2.0,1.0,650.0,"{'homeInfo': {'zpid': 2117524576, 'streetAddress': '127 NW Bowdoin Pl APT 104', 'zipcode': '98107', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.654644, 'longitude': -122.35842, 'price': 1795.0, 'datePriceChanged': 1737100800000, 'bathrooms': 1.0, 'bedrooms': 2.0, 'livingArea': 650.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'rentZestimate': 2112, 'listing_sub_type': {}, 'priceReduction': '$30 (Jan 17)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 1795.0, 'priceChange': -30, 'timeOnZillow': 14929776000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': 'Apt 104', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,,False,
,https://photos.zillowstatic.com/fp/7f2b6c9b905e2944894a97aedcbc0e5f-p_e.jpg,True,/b/5503-5th-ave-ne-seattle-wa-CjFKCK/,FOR_RENT,Apartment for rent,"$2,999/mo","5503 5th Ave NE, Seattle, WA 98105",,,,,"{'latitude': 47.668736, 'longitude': -122.3232}","{'type': 'TIME_ON_INFO', 'data': {'isRead': None, 'isFresh': False}}",,,,,False,False,False,True,False,,False,13942713000,,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'feedConnectSingleFamilyDailyListings']",48898598,ForRent,For Rent,$3.0K,4.0,2.0,1300.0,"{'homeInfo': {'zpid': 48898598, 'streetAddress': '5503 5th Ave NE', 'zipcode': '98105', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.668736, 'longitude': -122.3232, 'price': 2999.0, 'bathrooms': 2.0, 'bedrooms': 4.0, 'livingArea': 1300.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 988500, 'rentZestimate': 3849, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 2999.0, 'timeOnZillow': 13942713000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 839000.0, 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,,False,
,https://photos.zillowstatic.com/fp/6bb76cd1775e5186259df3dae19ce937-p_e.jpg,True,/homedetails/2nd-Ave-NW-ID1035916P-Seattle-WA-98107/442656845_zpid/,FOR_RENT,Apartment for rent,"$2,070/mo","2nd Ave NW #ID1035916P, Seattle, WA 98107",,,,,"{'latitude': 47.665398, 'longitude': -122.35874}","{'type': 'TIME_ON_INFO', 'data': {'isRead': None, 'isFresh': False}}",,,,,False,False,False,True,False,,False,6143961000,,unknown,"['trustedListing', 'paid', 'singleFamilyPaid', 'feedConnectSingleFamilyFlatFee']",442656845,ForRent,For Rent,$2.1K,1.0,1.0,,"{'homeInfo': {'zpid': 442656845, 'streetAddress': '2nd Ave NW #ID1035916P', 'zipcode': '98107', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.665398, 'longitude': -122.35874, 'price': 2070.0, 'bathrooms': 1.0, 'bedrooms': 1.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 2070.0, 'timeOnZillow': 6143961000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': '# ID1035916P', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,,False,
,https://photos.zillowstatic.com/fp/cb74545f7caa263311166d4681387d71-p_e.jpg,True,/homedetails/981-N-45th-St-Seattle-WA-98103/48973407_zpid/,FOR_RENT,Townhouse for rent,"$4,000/mo","981 N 45th St, Seattle, WA 98103",,,,,"{'latitude': 47.66117, 'longitude': -122.34596}","{'type': 'TIME_ON_INFO', 'data': {'isRead': None, 'isFresh': False}}",,,,,False,False,False,True,False,,False,7971669000,,unknown,"['trustedListing', 'paid', 'singleFamilyPaid', 'feedConnectSingleFamilyDailyListings']",48973407,ForRent,For Rent,$4.0K,3.0,3.0,1650.0,"{'homeInfo': {'zpid': 48973407, 'streetAddress': '981 N 45th St', 'zipcode': '98103', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.66117, 'longitude': -122.34596, 'price': 4000.0, 'datePriceChanged': 1731484800000, 'bathrooms': 3.0, 'bedrooms': 3.0, 'livingArea': 1650.0, 'homeType': 'TOWNHOUSE', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 934200, 'rentZestimate': 4498, 'listing_sub_type': {}, 'priceReduction': '$300 (Nov 13)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 4000.0, 'priceChange': -300, 'timeOnZillow': 7971669000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 805000.0, 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,,False,
,https://photos.zillowstatic.com/fp/ad5618c84d221c98788937b6f94d5ea4-p_e.jpg,True,/homedetails/912-NW-56th-St-Seattle-WA-98107/48824093_zpid/,FOR_RENT,House for rent,"$3,940/mo","912 NW 56th St, Seattle, WA 98107",,,,,"{'latitude': 47.66956, 'longitude': -122.36934}","{'type': 'TIME_ON_INFO', 'data': {'isRead': None, 'isFresh': False}}",,,,,False,False,False,True,False,,False,12893540000,,unknown,"['trustedListing', 'paid', 'singleFamilyPaid', 'feedConnectSingleFamilyFlatFee']",48824093,ForRent,For Rent,$3.9K,2.0,2.0,1145.0,"{'homeInfo': {'zpid': 48824093, 'streetAddress': '912 NW 56th St', 'zipcode': '98107', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.66956, 'longitude': -122.36934, 'price': 3940.0, 'datePriceChanged': 1737360000000, 'bathrooms': 2.0, 'bedrooms': 2.0, 'livingArea': 1145.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 784800, 'rentZestimate': 3558, 'listing_sub_type': {}, 'priceReduction': '$10 (Jan 20)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 3940.0, 'priceChange': -10, 'timeOnZillow': 12893540000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 680000.0, 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,2025-05-02 00:00:00,False,
,https://photos.zillowstatic.com/fp/dee8347867bf48ba168fe7b679a6c0a0-p_e.jpg,True,/homedetails/221-NW-46th-St-2-Seattle-WA-98107/2058205639_zpid/,FOR_RENT,Apartment for rent,"$3,200/mo","221 NW 46th St #2, Seattle, WA 98107",,,,,"{'latitude': 47.662113, 'longitude': -122.35999}","{'type': 'TIME_ON_INFO', 'text': '16 days ago', 'data': {'isRead': None, 'isFresh': False}}",,,,,False,False,False,False,False,,False,1397381000,,unknown,['zillowRentalManager'],2058205639,ForRent,For Rent,$3.2K,2.0,1.0,1000.0,"{'homeInfo': {'zpid': 2058205639, 'streetAddress': '221 NW 46th St #2', 'zipcode': '98107', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.662113, 'longitude': -122.35999, 'price': 3200.0, 'bathrooms': 1.0, 'bedrooms': 2.0, 'livingArea': 1000.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'rentZestimate': 2418, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 3200.0, 'timeOnZillow': 1397381000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': '# 2', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,2025-02-01 00:00:00,False,
,https://photos.zillowstatic.com/fp/de0f058866fd20bee648335eb5915b30-p_e.jpg,True,/homedetails/4364-6th-Ave-NW-Seattle-WA-98107/305485781_zpid/,FOR_RENT,Townhouse for rent,"$3,600/mo","4364 6th Ave NW, Seattle, WA 98107",,,,,"{'latitude': 47.66034, 'longitude': -122.3638}","{'type': 'TIME_ON_INFO', 'text': '3 days ago', 'data': {'isRead': None, 'isFresh': False}}",,,,,False,False,False,False,False,,False,296119000,,unknown,['zillowRentalManager'],305485781,ForRent,For Rent,$3.6K,2.0,2.0,1100.0,"{'homeInfo': {'zpid': 305485781, 'streetAddress': '4364 6th Ave NW', 'zipcode': '98107', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.66034, 'longitude': -122.3638, 'price': 3600.0, 'bathrooms': 2.0, 'bedrooms': 2.0, 'livingArea': 1100.0, 'homeType': 'TOWNHOUSE', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 724200, 'rentZestimate': 3150, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 3600.0, 'timeOnZillow': 296119000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 648000.0, 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,2025-02-15 00:00:00,False,
