Dist,providerListingId,imgSrc,hasImage,detailUrl,statusType,statusText,address,addressStreet,addressCity,addressState,addressZipcode,units,latLong,buildingName,isBuilding,canSaveBuilding,isFeaturedListing,isShowcaseListing,availabilityCount,isInstantTourEnabled,isContactable,rawHomeStatusCd,countryCurrency,price,unformattedPrice,isUndisclosedAddress,beds,baths,area,isZillowOwned,hdpData,isUserClaimingOwner,isUserConfirmedClaim,pgapt,sgapt,shouldShowZestimateAsPrice,hasVideo,isHomeRec,hasAdditionalAttributions,availabilityDate,zestimate,latitude,longitude,crime_cnt_2b,safety_pr
2. Capitol Hill,35uhxgba92rt4,https://photos.zillowstatic.com/fp/2d3486ef5acfc1efdae6ab533d7c911c-p_e.jpg,True,https://www.zillow.com/apartments/seattle-wa/pine-street-apartments/5YtVwX/,FOR_RENT,Apartment for rent,"Pine Street Apartments, 1202 E Pine St UNIT 202, Seattle, WA 98122",1202 E Pine St UNIT 202,Seattle,WA,98122,,"{'latitude': 47.615414, 'longitude': -122.31662}",,,,True,False,,,,ForRent,$,1463,1463.0,False,1.0,1.0,545.0,False,"{'homeInfo': {'zpid': 443396677, 'streetAddress': '1202 E Pine St UNIT 202', 'zipcode': '98122', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.615414, 'longitude': -122.31662, 'price': 1463.0, 'bathrooms': 1.0, 'bedrooms': 1.0, 'livingArea': 545.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': 42, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 1463.0, 'timeOnZillow': 3666238000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': 'Unit 202', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,False,False,,,47.615414,-122.31662,4,62.3321554770318
2. Capitol Hill,3akt6jys1xs0q,https://photos.zillowstatic.com/fp/b6524f59efe13ee275d9a94046b3036f-p_e.jpg,True,https://www.zillow.com/apartments/seattle-wa/station-house/Ch2fck/,FOR_RENT,Apartment for rent,"Station House, 131 10th Ave E APT 308, Seattle, WA 98102",131 10th Ave E APT 308,Seattle,WA,98102,,"{'latitude': 47.619484, 'longitude': -122.31986}",,,,True,False,,,,ForRent,$,1694,1694.0,False,1.0,1.0,618.0,False,"{'homeInfo': {'zpid': 444550094, 'streetAddress': '131 10th Ave E APT 308', 'zipcode': '98102', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.619484, 'longitude': -122.31986, 'price': 1694.0, 'bathrooms': 1.0, 'bedrooms': 1.0, 'livingArea': 618.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': 8, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 1694.0, 'timeOnZillow': 753662000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': 'Apt 308', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,False,False,2025-01-17 00:00:00,,47.619484,-122.31986,6,39.46996466431095
2. Capitol Hill,41z35xufu7ghn,https://photos.zillowstatic.com/fp/fd22d5cf03b0adb9b1d79b5087eaf8d2-p_e.jpg,True,https://www.zillow.com/apartments/seattle-wa/john-wallace/5jF2qy/,FOR_RENT,Apartment for rent,"John Wallace, 417 E Union St APT 301, Seattle, WA 98122",417 E Union St APT 301,Seattle,WA,98122,,"{'latitude': 47.61276, 'longitude': -122.325806}",,,,True,False,,,,ForRent,$,1495,1495.0,False,1.0,1.0,600.0,False,"{'homeInfo': {'zpid': 442034545, 'streetAddress': '417 E Union St APT 301', 'zipcode': '98122', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.61276, 'longitude': -122.325806, 'price': 1495.0, 'datePriceChanged': 1734508800000, 'bathrooms': 1.0, 'bedrooms': 1.0, 'livingArea': 600.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': 92, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'listing_sub_type': {}, 'priceReduction': '$105 (Dec 18)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 1495.0, 'priceChange': -105, 'timeOnZillow': 8031408000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': 'Apt 301', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,False,False,,,47.61276,-122.325806,4,62.3321554770318
2. Capitol Hill,1nd9sbzsxtg5n,https://photos.zillowstatic.com/fp/64b8c4c000708386d3877b95a1a09539-p_e.jpg,True,https://www.zillow.com/apartments/seattle-wa/hampton-court/Chc5DL/,FOR_RENT,Apartment for rent,"Hampton Court, 417 13th Ave E APT 306, Seattle, WA 98102",417 13th Ave E APT 306,Seattle,WA,98102,,"{'latitude': 47.622463, 'longitude': -122.31613}",,,,True,False,,,,ForRent,$,1795,1795.0,False,1.0,1.0,600.0,False,"{'homeInfo': {'zpid': 2079221250, 'streetAddress': '417 13th Ave E APT 306', 'zipcode': '98102', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.622463, 'longitude': -122.31613, 'price': 1795.0, 'datePriceChanged': 1733385600000, 'bathrooms': 1.0, 'bedrooms': 1.0, 'livingArea': 600.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': 65, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'rentZestimate': 1749, 'listing_sub_type': {}, 'priceReduction': '$100 (Dec 5)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 1795.0, 'priceChange': -100, 'timeOnZillow': 5662926000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': 'Apt 306', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,False,False,,,47.622463,-122.31613,4,62.3321554770318
2. Capitol Hill,jy9rp3sa95jx,https://photos.zillowstatic.com/fp/8828b133da55d2f20b5066ba5b1f3346-p_e.jpg,True,https://www.zillow.com/homedetails/947-10th-Ave-E-Seattle-WA-98102/48818957_zpid/,FOR_RENT,House for rent,"947 10th Ave E, Seattle, WA 98102",947 10th Ave E,Seattle,WA,98102,,"{'latitude': 47.628185, 'longitude': -122.32054}",,,,True,False,,,,ForRent,$,4695,4695.0,False,3.0,2.0,2470.0,False,"{'homeInfo': {'zpid': 48818957, 'streetAddress': '947 10th Ave E', 'zipcode': '98102', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.628185, 'longitude': -122.32054, 'price': 4695.0, 'datePriceChanged': 1736409600000, 'bathrooms': 2.0, 'bedrooms': 3.0, 'livingArea': 2470.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_RENT', 'daysOnZillow': 44, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 1365500, 'rentZestimate': 4737, 'listing_sub_type': {}, 'priceReduction': '$155 (Jan 9)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 4695.0, 'priceChange': -155, 'timeOnZillow': 3825353000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 1208000.0, 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,False,False,,1365500.0,47.628185,-122.32054,5,50.918727915194346
2. Capitol Hill,3ds4kb2ge6ww4,https://photos.zillowstatic.com/fp/81bf48569f49364f831265f798fd5e9d-p_e.jpg,True,https://www.zillow.com/b/the-diane-apartments-seattle-wa-5jDzqW/,FOR_RENT,Apartment for rent,"The Diane Apartments, 318 Boylston Ave E APT 5, Seattle, WA 98102",318 Boylston Ave E APT 5,Seattle,WA,98102,,"{'latitude': 47.621693, 'longitude': -122.32276}",,,,True,False,,,,ForRent,$,2495,2495.0,False,2.0,1.0,700.0,False,"{'homeInfo': {'zpid': 2101336585, 'streetAddress': '318 Boylston Ave E APT 5', 'zipcode': '98102', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.621693, 'longitude': -122.32276, 'price': 2495.0, 'bathrooms': 1.0, 'bedrooms': 2.0, 'livingArea': 700.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': 10, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'rentZestimate': 2119, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 2495.0, 'timeOnZillow': 911751000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': 'Apt 5', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,False,False,2025-02-01 00:00:00,,47.621693,-122.32276,7,29.89399293286219
2. Capitol Hill,3gqg4c035wdfw,https://photos.zillowstatic.com/fp/cda2caf19287beadce08801aa88560d3-p_e.jpg,True,https://www.zillow.com/b/prospect-court-seattle-wa-5gq2F8/,FOR_RENT,Apartment for rent,"Prospect Court, 1101 10th Ave E APT 105, Seattle, WA 98102",1101 10th Ave E APT 105,Seattle,WA,98102,,"{'latitude': 47.6289, 'longitude': -122.32046}",,,,True,False,,,,ForRent,$,1425,1425.0,False,1.0,1.0,500.0,False,"{'homeInfo': {'zpid': 2104849741, 'streetAddress': '1101 10th Ave E APT 105', 'zipcode': '98102', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.6289, 'longitude': -122.32046, 'price': 1425.0, 'bathrooms': 1.0, 'bedrooms': 1.0, 'livingArea': 500.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': 25, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'rentZestimate': 1617, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 1425.0, 'timeOnZillow': 2208510000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': 'Apt 105', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,False,False,2025-01-10 00:00:00,,47.6289,-122.32046,6,39.46996466431095
2. Capitol Hill,2h7f3ppqtxuth,https://photos.zillowstatic.com/fp/3dd58d0c6366af2bb61c69c634331590-p_e.jpg,True,https://www.zillow.com/homedetails/523-E-Denny-Way-APT-1-Seattle-WA-98122/2092872791_zpid/,FOR_RENT,Apartment for rent,"523 E Denny Way APT 1, Seattle, WA 98122",523 E Denny Way APT 1,Seattle,WA,98122,,"{'latitude': 47.61829, 'longitude': -122.324165}",,,,False,False,,,,ForRent,$,1750,1750.0,False,1.0,1.0,600.0,False,"{'homeInfo': {'zpid': 2092872791, 'streetAddress': '523 E Denny Way APT 1', 'zipcode': '98122', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.61829, 'longitude': -122.324165, 'price': 1750.0, 'bathrooms': 1.0, 'bedrooms': 1.0, 'livingArea': 600.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': 22, 'isFeatured': False, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'rentZestimate': 1755, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 1750.0, 'timeOnZillow': 1977975000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': 'Apt 1', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,False,False,,,47.61829,-122.324165,9,17.73851590106007
2. Capitol Hill,3bn1f0zbhx990,https://photos.zillowstatic.com/fp/c5f634d3e5466408858561f00e4ca089-p_e.jpg,True,https://www.zillow.com/homedetails/505-E-Denny-Way-APT-407-Seattle-WA-98122/2068100762_zpid/,FOR_RENT,Apartment for rent,"505 E Denny Way APT 407, Seattle, WA 98122",505 E Denny Way APT 407,Seattle,WA,98122,,"{'latitude': 47.61832, 'longitude': -122.32494}",,,,False,False,,,,ForRent,$,1995,1995.0,False,1.0,1.0,505.0,False,"{'homeInfo': {'zpid': 2068100762, 'streetAddress': '505 E Denny Way APT 407', 'zipcode': '98122', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.61832, 'longitude': -122.32494, 'price': 1995.0, 'datePriceChanged': 1737360000000, 'bathrooms': 1.0, 'bedrooms': 1.0, 'livingArea': 505.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': 13, 'isFeatured': False, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'rentZestimate': 1707, 'listing_sub_type': {}, 'priceReduction': '$105 (Jan 20)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 1995.0, 'priceChange': -105, 'timeOnZillow': 1192187000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': 'Apt 407', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,False,False,2025-01-29 00:00:00,,47.61832,-122.32494,5,50.918727915194346
2. Capitol Hill,44y9hkvvgyxbt,https://photos.zillowstatic.com/fp/9bb638c9d91693c4c400a783ab67ab95-p_e.jpg,True,https://www.zillow.com/homedetails/1708-Melrose-Ave-UNIT-502-Seattle-WA-98122/2085462804_zpid/,FOR_RENT,Apartment for rent,"1708 Melrose Ave UNIT 502, Seattle, WA 98122",1708 Melrose Ave UNIT 502,Seattle,WA,98122,,"{'latitude': 47.61737, 'longitude': -122.327545}",,,,False,False,,,,ForRent,$,3000,3000.0,False,2.0,1.0,823.0,False,"{'homeInfo': {'zpid': 2085462804, 'streetAddress': '1708 Melrose Ave UNIT 502', 'zipcode': '98122', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.61737, 'longitude': -122.327545, 'price': 3000.0, 'datePriceChanged': 1737619200000, 'bathrooms': 1.0, 'bedrooms': 2.0, 'livingArea': 823.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': 7, 'isFeatured': False, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'rentZestimate': 2299, 'listing_sub_type': {}, 'priceReduction': '$300 (Jan 23)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 3000.0, 'priceChange': -300, 'timeOnZillow': 674608000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': 'Unit 502', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,False,False,2025-03-01 00:00:00,,47.61737,-122.327545,8,23.356890459363953
2. Capitol Hill,2jtewumphz2fu,https://photos.zillowstatic.com/fp/3d28baa03413134b1455ba22768007ee-p_e.jpg,True,https://www.zillow.com/b/crest-on-belmont-seattle-wa-5Xrkj3/,FOR_RENT,Apartment for rent,"Crest on Belmont, 1726 Belmont Ave APT 301, Seattle, WA 98122",1726 Belmont Ave APT 301,Seattle,WA,98122,,"{'latitude': 47.617188, 'longitude': -122.32417}",,,,True,False,,,,ForRent,$,1975,1975.0,False,1.0,1.0,680.0,False,"{'homeInfo': {'zpid': 48762655, 'streetAddress': '1726 Belmont Ave APT 301', 'zipcode': '98122', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.617188, 'longitude': -122.32417, 'price': 1975.0, 'datePriceChanged': 1735027200000, 'bathrooms': 1.0, 'bedrooms': 1.0, 'livingArea': 680.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': 85, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 379400, 'rentZestimate': 2008, 'listing_sub_type': {}, 'priceReduction': '$25 (Dec 24)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 1975.0, 'priceChange': -25, 'timeOnZillow': 7379941000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 386100.0, 'unit': 'Apt 301', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,False,False,,379400.0,47.617188,-122.32417,4,62.3321554770318
2. Capitol Hill,3b6xpxupbv815,https://photos.zillowstatic.com/fp/6114fccaa4a9a9d6ffe672e3b7c9536a-p_e.jpg,True,https://www.zillow.com/homedetails/2235-Fairview-Ave-E-APT-15-Seattle-WA-98102/241741111_zpid/,FOR_RENT,Apartment for rent,"2235 Fairview Ave E APT 15, Seattle, WA 98102",2235 Fairview Ave E APT 15,Seattle,WA,98102,,"{'latitude': 47.639126, 'longitude': -122.33039}",,,,True,False,,,,ForRent,$,2995,2995.0,False,1.0,2.0,731.0,False,"{'homeInfo': {'zpid': 241741111, 'streetAddress': '2235 Fairview Ave E APT 15', 'zipcode': '98102', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.639126, 'longitude': -122.33039, 'price': 2995.0, 'bathrooms': 2.0, 'bedrooms': 1.0, 'livingArea': 731.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': 126, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'rentZestimate': 2551, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 2995.0, 'timeOnZillow': 10949664000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 137200.0, 'unit': 'Apt 15', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,False,False,,,47.639126,-122.33039,1,96.18374558303887
2. Capitol Hill,4xqmc7vhah5n2,https://photos.zillowstatic.com/fp/35e1009231b9244101baa5d374d4b18b-p_e.jpg,True,https://www.zillow.com/homedetails/1819-Nagle-Pl-FLOOR-6-ID600-Seattle-WA-98122/341471506_zpid/,FOR_RENT,Apartment for rent,"1819 Nagle Pl FLOOR 6-ID600, Seattle, WA 98122",1819 Nagle Pl FLOOR 6-ID600,Seattle,WA,98122,,"{'latitude': 47.6175, 'longitude': -122.32008}",,,,True,False,,,,ForRent,$,2140,2140.0,False,1.0,1.0,482.0,False,"{'homeInfo': {'zpid': 341471506, 'streetAddress': '1819 Nagle Pl FLOOR 6-ID600', 'zipcode': '98122', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.6175, 'longitude': -122.32008, 'price': 2140.0, 'datePriceChanged': 1736755200000, 'bathrooms': 1.0, 'bedrooms': 1.0, 'livingArea': 482.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': 149, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'listing_sub_type': {}, 'priceReduction': '$240 (Jan 13)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 2140.0, 'priceChange': -240, 'timeOnZillow': 12892494000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': 'Floor 6-ID600', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,False,False,2025-04-18 00:00:00,,47.6175,-122.32008,3,74.59363957597174
2. Capitol Hill,pdxxs1sekztn,https://photos.zillowstatic.com/fp/6b430d31dac1cde6037791ae712be072-p_e.jpg,True,https://www.zillow.com/b/vintage-apartment-a-block-from-broadway!-one-months-rent-free!-seattle-wa-CjDhYJ/,FOR_RENT,Apartment for rent,"Vintage Apartment a Block from Broadway! One months rent free!, 1008 1/2 E Harrison St, Seattle, WA 98102",1008 1/2 E Harrison St #0,Seattle,WA,98102,,"{'latitude': 47.622097, 'longitude': -122.3195}",,,,True,False,,,,ForRent,$,1895,1895.0,False,2.0,1.0,900.0,False,"{'homeInfo': {'zpid': 420410342, 'streetAddress': '1008 1/2 E Harrison St #0', 'zipcode': '98102', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.622097, 'longitude': -122.3195, 'price': 1895.0, 'datePriceChanged': 1729666800000, 'bathrooms': 1.0, 'bedrooms': 2.0, 'livingArea': 900.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': 170, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'listing_sub_type': {}, 'priceReduction': '', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 1895.0, 'priceChange': -100, 'timeOnZillow': 14722405000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': '# 0', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,False,False,,,47.622097,-122.3195,5,50.918727915194346
2. Capitol Hill,20k6qee0jrnf0,https://photos.zillowstatic.com/fp/54c35c9d962083e1c239706ed223621d-p_e.jpg,True,https://www.zillow.com/b/harvard-seattle-wa-5Zwc7x/,FOR_RENT,Apartment for rent,"Harvard, 206 Harvard Ave E APT B, Seattle, WA 98102",206 Harvard Ave E APT B,Seattle,WA,98102,,"{'latitude': 47.62024, 'longitude': -122.32194}",,,,True,False,,,,ForRent,$,1525,1525.0,False,1.0,1.0,600.0,False,"{'homeInfo': {'zpid': 2104332423, 'streetAddress': '206 Harvard Ave E APT B', 'zipcode': '98102', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.62024, 'longitude': -122.32194, 'price': 1525.0, 'bathrooms': 1.0, 'bedrooms': 1.0, 'livingArea': 600.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': 18, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'rentZestimate': 1743, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 1525.0, 'timeOnZillow': 1616768000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': 'Apt B', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,False,False,2025-01-13 00:00:00,,47.62024,-122.32194,10,12.402826855123678
2. Capitol Hill,vkw3v11187yd,https://photos.zillowstatic.com/fp/59d7fb510321c2b828c05867055bd97a-p_e.jpg,True,https://www.zillow.com/b/la-rochelle-seattle-wa-5fBG6j/,FOR_RENT,Apartment for rent,"La Rochelle, 1821 Harvard Ave #303, Seattle, WA 98122",1821 Harvard Ave #303,Seattle,WA,98122,,"{'latitude': 47.618237, 'longitude': -122.3226}",,,,True,False,,,,ForRent,$,2650,2650.0,False,2.0,1.0,775.0,False,"{'homeInfo': {'zpid': 2076995788, 'streetAddress': '1821 Harvard Ave #303', 'zipcode': '98122', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.618237, 'longitude': -122.3226, 'price': 2650.0, 'datePriceChanged': 1733385600000, 'bathrooms': 1.0, 'bedrooms': 2.0, 'livingArea': 775.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': 116, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'rentZestimate': 2435, 'listing_sub_type': {}, 'priceReduction': '$100 (Dec 5)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 2650.0, 'priceChange': -100, 'timeOnZillow': 10088998000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': '# 303', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,False,False,2025-01-15 00:00:00,,47.618237,-122.3226,7,29.89399293286219
2. Capitol Hill,556sg56cvaa79,https://photos.zillowstatic.com/fp/e461270ded9fcc3f68b8ec7df9499b8a-p_e.jpg,True,https://www.zillow.com/b/allegro-seattle-wa-5XrwxQ/,FOR_RENT,Apartment for rent,"Allegro, 1212 E Howell St APT 1, Seattle, WA 98122",1212 E Howell St APT 1,Seattle,WA,98122,,"{'latitude': 47.61781, 'longitude': -122.31611}",,,,True,False,,,,ForRent,$,1495,1495.0,False,1.0,1.0,550.0,False,"{'homeInfo': {'zpid': 2107467333, 'streetAddress': '1212 E Howell St APT 1', 'zipcode': '98122', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.61781, 'longitude': -122.31611, 'price': 1495.0, 'datePriceChanged': 1735286400000, 'bathrooms': 1.0, 'bedrooms': 1.0, 'livingArea': 550.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': 100, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'rentZestimate': 1627, 'listing_sub_type': {}, 'priceReduction': '$100 (Dec 27)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 1495.0, 'priceChange': -100, 'timeOnZillow': 8705980000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': 'Apt 1', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,False,False,2025-01-13 00:00:00,,47.61781,-122.31611,3,74.59363957597174
2. Capitol Hill,1fm4mcjgcz4ju,https://photos.zillowstatic.com/fp/131b9a1abd534eb8b733efd4348ea610-p_e.jpg,True,https://www.zillow.com/homedetails/1505-11th-Ave-APT-303-Seattle-WA-98122/58386724_zpid/,FOR_RENT,Apartment for rent,"1505 11th Ave APT 303, Seattle, WA 98122",1505 11th Ave APT 303,Seattle,WA,98122,,"{'latitude': 47.61435, 'longitude': -122.318405}",,,,True,False,,,,ForRent,$,2295,2295.0,False,1.0,1.0,763.0,False,"{'homeInfo': {'zpid': 58386724, 'streetAddress': '1505 11th Ave APT 303', 'zipcode': '98122', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.61435, 'longitude': -122.318405, 'price': 2295.0, 'bathrooms': 1.0, 'bedrooms': 1.0, 'livingArea': 763.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': 14, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 387300, 'rentZestimate': 2122, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 2295.0, 'timeOnZillow': 1258571000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 412000.0, 'unit': 'Apt 303', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,False,False,,387300.0,47.61435,-122.318405,4,62.3321554770318
